"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-xvi-record-context","ECR-XVI English coronation record context","documentary_record","place-westminster-abbey","S.d.","S.d.","The document usually known as the Forma et Modus consists of a description in paragraphs of the whole ceremony of coronation, and it also gives a list of the principal officers connected with the coronation. The manuscript from which it has been edited has been considerably injured by the binder, who has cut off the marginal headings to the paragraphs: the defects thus caused have been supplied from Bodl. Ashm. 770, fo. 69, which is one of the numerous manuscripts of the Forma et Modus. Several copies of translations into English also exist, but all the manuscripts and versions known appear to have been derived from a common source. For all the copies known begin the list of ornaments carried in the procession with Crux. From the proximity of the word to Patena which follows, it is reasonable to suppose that Crux is a mistake for Calix, with reference to St. Edward's Chalice, which is not mentioned in the list at that place. The date of the document must be later than the beginning of the fifteenth century, as in the list of officers at the end the Duke of York is privileged to carry the crown, and this title was first conferred in 1385. In many places the phraseology reminds the reader of the rubrics of Liber regalis, and the order of the service follows very closely the Liber regalis. The list of officers at the end is interesting. The extraordinary number of people called Nicholas is probably due to an expansion of the letter N, which appears before their names in Liber regalis. It will be noticed that the hereditary offices are on the whole still in the hands of the same families as hitherto. The marshalship however has already passed into the family of the Earls of Norfolk. The duty of the lord great chamberlain is added in French at the end of the document.","E5 Event"
"event-ms-ecr-xvi-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
