"id","siglum","shelfmark","repositoryPlaceId","currentRepository","lat","lon","date","folios","group","origin","witnessType","sourceLabel","digitalUrl","iiifUrl","description","bibliography","openatlasClass","systemClass"
"ms-hre-xvia-src","SRC","Gniezno, source tradition anchor","place-gniezno-context","Gniezno, source tradition anchor","52.534","17.582","13th century","","reference","Gniezno tradition context","reference","","","","Geographic anchor inferred from HRE source dateline place: Gniezno tradition.","Reinhard Elze (ed.), Ordines Coronationis Imperialis (1960).","E22 Human-Made Object","artifact"
