"subject","predicate","object","certainty","source"
"HRE-XVIA","belongs_to_tradition","tradition-hre","certain","HRE XI-XXVIIA pilot"
"HRE-XVIA","edited_by","actor-reinhard-elze","certain","HRE XI-XXVIIA pilot"
"HRE-XVIA","has_reference","ref-elze-1960","certain","HRE XI-XXVIIA pilot"
"HRE-XVIA","preserved_in","ms-hre-xvia-src","certain","HRE XI-XXVIIA pilot"
"ms-hre-xvia-src","has_event","event-ms-hre-xvia-src-context","certain","HRE XI-XXVIIA pilot"
"ms-hre-xvia-src","located_at","place-gniezno-context","certain","HRE XI-XXVIIA pilot"
"ms-hre-xvia-src","has_reference","ref-elze-1960","certain","HRE XI-XXVIIA pilot"
"ms-hre-xvia-src","associated_with","actor-hre-imperial-tradition","probable","HRE XI-XXVIIA pilot"
"ms-hre-xvia-src","associated_with","actor-gniezno-tradition-context","derived","HRE XI-XXVIIA pilot"
