"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-vi-record-context","ECR-VI English coronation record context","documentary_record","place-westminster-abbey","S.d.","S.d.","The description of the coronation of Richard I. here printed from Hoveden was in all probability not written by Hoveden himself. It is found in two other writers, Benedictus Abbas, and Matthew Paris, and of the three, that of Benedictus Abbas is probably the earliest. That by Hoveden is somewhat fuller, and as it must be very nearly contemporaneous with the account in Benedictus Abbas, it has been chosen for printing in preference to the other two. There are some slight discrepancies between the two accounts, as the order in which some of the royal ornaments were delivered is different. In Benedictus Abbas' account the sceptre and the rod are delivered after the sandals immediately before unction. This is scarcely credible, as the third recension orders the sceptre and rod to be delivered after the ring, and it is difficult to see how the palms of the hands could have been anointed if they were clasping the sceptre and rod at the time. The account given by Benedictus Abbas and Hoveden supplies very well the gaps left in our knowledge of the service in the time of the third recension. If the account of Hoveden be compared with the twelfth century coronation order, it will be seen that the two agree so closely that there can be little doubt that it is a service of the third recension which is being described. It will be observed that until the anointing takes place Richard is always spoken of as Duke of Normandy, and not as King of England, which illustrates very clearly the idea that the King did not succeed to the monarchy until he had been elected and anointed. With regard to the document itself, it is the earliest detailed account we have or the coronation, and in its essential details the procession is the same as that which took place at the coronation of George IV. There is the cloth spread from Westminster Hall to the church; mention is made of the spurs, the sceptre with the cross, and the rod with the dove; of three swords carried together, one of which was carried by the Earl of Huntingdon. The crown is carried immediately before the King, who walks under a canopy supported by barons, and with the Bishops of Durham and Bath on either hand. What the four great golden candlesticks were that were carried at the head of the procession, can only be conjectured. It will be noticed that the royal vestments are carried on a board in the procession, and that the coif for the King is given to Godfrey de Lucy to carry in front of the spurs. The custom of carrying the vestments in the procession, instead of placing them on the altar in the church lasted down to the time of Edward II. Postea portabatur vnum Scaccarium magnum, sufer quod erant vestes regales, quod portabant Comes Arundell, Thomas de Veer, et hares Comitis Oxon, Hugo le Despenser, et Rogerus de Mortuo Mart, de Wigemore. (Bodl. Ashm. MS. 863, p. 123. Copy from Rot. Glaus, i. E. II.) The sacerdotal vestments were also carried in procession at Richard II. 's coronation. {See Doc. xiv.) The vestments themselves appear to be similar to the later vestments, but no mention is made of the armilla. In Hoveden's account, as in that of Benedictus Abbas, the buskins are delivered before unction. At the coronation of Charles II. of Great Britain the buskins were delivered before unction, but by error. (See ^ Circumstantial Account of the... Coronation of... King Charles the Second... by Sir Edward Walker, Kt., London, 1820, p. loi.) Another feature of this account is the address delivered by the Archbishop to the King immediately before the delivery of the crown, and what is apparently a second oath by the King at that moment. If there is not some confusion in the description, it may be merely a promise given by the King to the Archbishop in private. A similar incident occurred at the coronation of King John. {See Introd. 搂 19 芦.) There is no mention of the ring; this is probably due to the fact that the ceremony in connexion with the ring would not strike the spectator to the same extent as the delivery of the larger ornaments. Nor is any mention made of the offering of bread and wine at the offertory; only the mark of gold is mentioned as the offering made by a king at all his coronations. When the service was finished the King retired to put on his lighter crown and other ornaments, to his chamber in his palace at Westminster, and not, as later, to King Edward's shrine. In these new robes he partook of the coronation breakfast, at which it is interesting to note that the citizens of London and Winchester had already begun to serve in the butlery and kitchen respectively. It will be noticed that the homage of the peers took place, not on the day of coronation itself, but one or two days after. The manuscript from which the document is printed is in the Bodleian Library, and is a fine specimen of early 13th century writing. Mr. Madan thinks it cannot be much later than 12 15.","E5 Event"
"event-ms-ecr-vi-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
