"subject","predicate","object","certainty","source"
"HRE-XI","belongs_to_tradition","tradition-hre","certain","HRE XI-XXVIIA pilot"
"HRE-XI","edited_by","actor-reinhard-elze","certain","HRE XI-XXVIIA pilot"
"HRE-XI","has_reference","ref-elze-1960","certain","HRE XI-XXVIIA pilot"
"HRE-XI","preserved_in","ms-hre-xi-src","certain","HRE XI-XXVIIA pilot"
"ms-hre-xi-src","has_event","event-ms-hre-xi-src-context","certain","HRE XI-XXVIIA pilot"
"ms-hre-xi-src","located_at","place-avignon-context","certain","HRE XI-XXVIIA pilot"
"ms-hre-xi-src","has_reference","ref-elze-1960","certain","HRE XI-XXVIIA pilot"
"ms-hre-xi-src","associated_with","actor-hre-imperial-tradition","probable","HRE XI-XXVIIA pilot"
"ms-hre-xi-src","associated_with","actor-avignon-southern-france-context","derived","HRE XI-XXVIIA pilot"
