"id","siglum","shelfmark","repositoryPlaceId","currentRepository","lat","lon","date","folios","group","origin","witnessType","sourceLabel","digitalUrl","iiifUrl","description","bibliography","openatlasClass","systemClass"
"ms-hre-xxiii-src","SRC","Rome, source tradition anchor","place-rome-curia-context","Rome, source tradition anchor","41.9029","12.4534","1st half of 14th century","","reference","Rome / Papal Curia context","reference","","","","Geographic anchor inferred from HRE source dateline place: Italian.","Reinhard Elze (ed.), Ordines Coronationis Imperialis (1960).","E22 Human-Made Object","artifact"
