"id","label","openatlasClass","systemClass","type","lat","lon","certainty","note"
"place-arles","Arles","E53 Place","place","scriptorium_or_origin_place","43.677","4.628","probable","Origin/context place parsed from ""Beauvais (for Bishop Charles de Villiers-de-l'Isle-Adam)""."
"place-bayeux","Bayeux","E53 Place","place","scriptorium_or_origin_place","49.276","-0.703","probable","Origin/context place parsed from ""Bayeux (pontifical) / for Jean, Duke of Berry""."
"place-beauvais","Beauvais","E53 Place","place","scriptorium_or_origin_place","49.431","2.08","probable","Origin/context place parsed from ""Beauvais (for Bishop Charles de Villiers-de-l'Isle-Adam)""."
"repo-london-british-library","London, British Library","E53 Place","place","repository_place","51.5299","-0.1277","certain","Current repository inferred from shelfmark: London, British Library, MS Additional 32097"
"place-noyon","Noyon","E53 Place","place","scriptorium_or_origin_place","49.581","3","probable","Origin/context place parsed from ""Noyon (for Bishop Guillaume de Marafin, 1473–501)""."
"place-paris","Paris","E53 Place","place","scriptorium_or_origin_place","48.8566","2.3522","probable","Origin/context place parsed from ""Paris (for Charles V, royal library)""."
"repo-paris-archives-de-saint-sulpice","Paris, Archives de Saint-Sulpice","E53 Place","place","repository_place","48.8513","2.3346","certain","Current repository inferred from shelfmark: Paris, Archives de Saint-Sulpice, MS 1928"
"repo-paris-bnf","Paris, BnF","E53 Place","place","repository_place","48.8339","2.3757","certain","Current repository inferred from shelfmark: Paris, BnF, MS lat. 13314"
"place-royal-library-paris","Royal Library, Paris","E53 Place","place","collection_context","48.8566","2.3522","probable","Origin/context place parsed from ""Paris (for Charles V, royal library)""."
