"id","label","type","placeId","start","end","description","openatlasClass"
"event-ecr-xxvii-record-context","ECR-XXVII English coronation record context","documentary_record","place-westminster-abbey","S.d.","S.d.","The troubles of James II. 's reign arose from the religion of the King j and when the Revolution took place, it was felt that the Coronation service ought to be so framed that no Roman Catholic could be crowned King of England. Hence very considerable changes were made in the service under the guidance of Dr. Compton, the Bishop of London: but the most important were the change of the oath, which becomes scarcely recognizable, the omission of all prayers consecrating the King before unction, with the exception of Dms qui populis which occurs at the end of the Litany, and the insertion of the coronation into the Communion Service, a return, unconscious perhaps, to the arrangement found in the first recension. In detail also changes took place, as the crowning was put off till after the delivery of the other ornaments, and the prayers were altered to some extent. Another innovation is the presentation of the Bible to the sovereign. The order for William and Mary has been the model which subsequent coronation services have copied. The text of Veni Creator is different from either of the versions in the Book of Common Prayer. The version which is more commonly known, and which is found in Hymns Ancient and Modern (No. 15), was the text used at James II. 's coronation; but the variant here printed has been used at the coronation, down to 1838, with the exception of the alteration of one line at George III.'s coronation. It will be observed that the Queen is crowned and invested at the same time as the King. This of course is due to the fact that Queen Mary was not a Queen Consort, but a Queen Regnant; but there are directions that she should be invested with St. Edward's robes, as was her right. There is no evidence that these robes were made for her. (J. Wickham Legg, Three Coronation Orders, Henry Bradshaw Society, 1900, pp. 5, 6.) Another point to be noticed is the hesitation, shown in the Recognition, about the legality of the sovereignty of WilUam and Mary over the British dominions. It is evident that at one time, in addition to missing out the words ""rightful, by the laws of God and man,'' the omission of "" undoubted King and Queen of this realm "" was contemplated. The words "" rightful "" and "" by the laws of God and man "" have,, by a concession to Jacobitish sentiment, never since been restored. This document has an interesting service prefixed to it: a special order for Morning Prayer on the day of the Coronation.","E5 Event"
"event-ms-ecr-xxvii-src-source","SRC source/witness context","source_reference","repo-london-british-library","medieval to early modern","medieval to early modern","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","E5 Event"
