"id","siglum","shelfmark","repositoryPlaceId","currentRepository","lat","lon","date","folios","group","origin","witnessType","sourceLabel","digitalUrl","iiifUrl","iiif_url","iiif_manifest_url","embedded_viewer_url","description","bibliography","openatlasClass","systemClass"
"ms-ecr-xxvii-src","SRC","London, British Library / Westminster tradition (reference anchor)","repo-london-british-library","London, British Library / Westminster tradition (reference anchor)","51.4994","-0.1276","medieval to early modern","","reference","","reference","","","","","","","Geographic anchor added to enable map display for ECR entries lacking explicit repository geodata.","Leopold G. Wickham Legg (ed.), English Coronation Records (Westminster: Archibald Constable, 1901).","E31 Document","source_record"
