"id","siglum","label","openatlasClass","systemClass","type","witnessType","shelfmark","folios","date","origin","currentRepositoryId","currentRepository","copiedFrom","digitalUrl","iiifUrl","sourceLabel","description","bibliography"
"ms-ocf-xviii-a","A","A — Saint-Omer, Bibl. mun., MS 98","E22 Human-Made Object","artifact","manuscript_witness","primary","Saint-Omer, Bibl. mun., MS 98","fols. 64v–1r","12th century, middle or second half","Saint-Bertin, Saint-Omer","repo-saint-omer-bibl-mun","Saint-Omer, Bibl. mun.","","","","","Primary witness for Ordo XVIII at the listed folios.","Leroquais, Pontificaux, 2: 318–3, no. 195"
"ms-ocf-xviii-b","B","B — Paris, Bibl. Sainte-Geneviève, MS 148","E22 Human-Made Object","artifact","manuscript_witness","primary","Paris, Bibl. Sainte-Geneviève, MS 148","fols. 84v–2r","1350–356","Senlis","repo-paris-bibl-sainte-genevie-ve","Paris, Bibl. Sainte-Geneviève","","","","","Pontifical of Pierre de Trégny, bishop of Senlis.","Leroquais, Pontificaux, 2: 250–5, no. 177"
