"id","label","openatlasClass","systemClass","type","url","description"
"ref-ms-ocf-xviii-b-bib-1","Leroquais, Pontificaux, 2: 250–5, no. 177","E31 Document","reference","edition_or_catalogue","","Bibliographic reference for Paris, Bibl. Sainte-Geneviève, MS 148."
"ref-ms-ocf-xviii-a-bib-1","Leroquais, Pontificaux, 2: 318–3, no. 195","E31 Document","reference","edition_or_catalogue","","Bibliographic reference for Saint-Omer, Bibl. mun., MS 98."
