"subject","predicate","object","certainty","source"
"HRE-IV","preserved_in","ms-hre-iv-src","certain","HRE II-X pilot"
"ms-hre-iv-src","has_event","event-ms-hre-iv-src-transmission","certain","HRE II-X pilot"
"ms-hre-iv-src","located_at","repo-vatican-bav","certain","HRE II-X pilot"
"ms-hre-iv-src","has_reference","ref-elze-1960","certain","HRE II-X pilot"
"ms-hre-iv-src","associated_with","actor-hre-imperial-tradition","probable","HRE II-X pilot"
"ms-hre-iv-src","associated_with","actor-rome-papal-curia-context","derived","HRE II-X pilot"
"HRE-IV","belongs_to_tradition","tradition-hre","certain","HRE II-X pilot"
"HRE-IV","edited_by","actor-reinhard-elze","certain","HRE II-X pilot"
"HRE-IV","has_reference","ref-elze-1960","certain","HRE II-X pilot"
