"id","siglum","label","openatlasClass","systemClass","type","witnessType","shelfmark","folios","date","origin","currentRepositoryId","currentRepository","copiedFrom","digitalUrl","iiifUrl","sourceLabel","description","bibliography"
"ms-ocf-ix-a","A","A — Reims, Bibl. mun., MS 214","E22 Human-Made Object","artifact","manuscript_witness","primary","Reims, Bibl. mun., MS 214","fols. 3v (IXA), 219r (IXB), 221v–22r (IXC)","Late 10th century","Saint-Thierry, near Reims","repo-reims-bibl-mun","Reims, Bibl. mun.","","https://portail.biblissima.fr/ark:/43093/mdata193b47fc9ce99b274d8022c5b83bbf0f","https://api.irht.cnrs.fr/ark:/63955/f7bgc86el8ga/manifest.json","Biblissima resource page / Reims BM MS 214","Single witness preserving Ordo IXA, IXB, and IXC at the listed folios. | Additional digital resources: ARCA viewer https://arca.irht.cnrs.fr/ark:/63955/md182j62v266 ; Biblissima IIIF collection https://iiif.biblissima.fr/collections/manifest/8d31d169ad002f3c46855ce7821a1ebf ; CCFr catalog http://ccfr.bnf.fr/portailccfr/jsp/public/index.jsp?record=eadcgm:EADC:D38A11273 ; IRHT Initiale https://initiale.irht.cnrs.fr/codex/3720 ; IRHT Medium https://medium-avance.irht.cnrs.fr/Manuscrits/Voir?idFicheManuscrit=37384 .","Delisle, 'Mémoire,' 285–9, no. CXVI; Leroquais, Sacramentaires, 1: 91–4, no. 36"
