"id","label","manuscriptId","fromPlaceId","toPlaceId","start","end","certainty","type"
"move-ms-ocf-xxa-a-reims-to-reims-bibl-mun","A: Reims → Reims, Bibl. mun.","ms-ocf-xxa-a","place-reims","repo-reims-bibl-mun","Late 13th century","","probable","manuscript_dispersal"
"move-ms-ocf-xxa-b-reims-to-reims-bibl-mun","B: Reims → Reims, Bibl. mun.","ms-ocf-xxa-b","place-reims","repo-reims-bibl-mun","ca. 1300","","probable","manuscript_dispersal"
"move-ms-ocf-xxa-c-reims-to-reims-bibl-mun","C: Reims → Reims, Bibl. mun.","ms-ocf-xxa-c","place-reims","repo-reims-bibl-mun","14th century, first quarter","","probable","manuscript_dispersal"
"move-ms-ocf-xxa-d-cambrai-to-wolfenbu-ttel-herzog-august-bibl","D: Cambrai → Wolfenbüttel, Herzog August Bibl.","ms-ocf-xxa-d","place-cambrai","repo-wolfenbu-ttel-herzog-august-bibl","14th century (addition to 12th-century MS)","","probable","manuscript_dispersal"
"move-ms-ocf-xxa-d-therouanne-to-wolfenbu-ttel-herzog-august-bibl","D: Therouanne → Wolfenbüttel, Herzog August Bibl.","ms-ocf-xxa-d","place-therouanne","repo-wolfenbu-ttel-herzog-august-bibl","14th century (addition to 12th-century MS)","","possible","manuscript_dispersal"
"move-ms-ocf-xxa-d-tournai-to-wolfenbu-ttel-herzog-august-bibl","D: Tournai → Wolfenbüttel, Herzog August Bibl.","ms-ocf-xxa-d","place-tournai","repo-wolfenbu-ttel-herzog-august-bibl","14th century (addition to 12th-century MS)","","possible","manuscript_dispersal"
"move-ms-ocf-xxa-f-lille-to-the-hague-koninklijke-bibl","F: Lille → The Hague, Koninklijke Bibl.","ms-ocf-xxa-f","place-lille","repo-the-hague-koninklijke-bibl","1460","","possible","manuscript_dispersal"
"move-ms-ocf-xxa-f-ninove-to-the-hague-koninklijke-bibl","F: Ninove → The Hague, Koninklijke Bibl.","ms-ocf-xxa-f","place-ninove","repo-the-hague-koninklijke-bibl","1460","","possible","manuscript_dispersal"
