"id","siglum","label","openatlasClass","systemClass","type","witnessType","shelfmark","folios","date","origin","currentRepositoryId","currentRepository","copiedFrom","digitalUrl","iiifUrl","sourceLabel","description","bibliography"
"ms-ocf-xxa-a","A","A — Reims, Bibl. mun., MS 328","E22 Human-Made Object","artifact","manuscript_witness","primary","Reims, Bibl. mun., MS 328","fols. 70v–3r","Late 13th century","Reims Cathedral (ordinary)","repo-reims-bibl-mun","Reims, Bibl. mun.","","","","","Primary Reims witness for the short XXA recension.",""
"ms-ocf-xxa-b","B","B — Reims, Bibl. mun., MS 329","E22 Human-Made Object","artifact","manuscript_witness","primary","Reims, Bibl. mun., MS 329","fols. 3v”v","ca. 1300","Reims Cathedral (ordinary)","repo-reims-bibl-mun","Reims, Bibl. mun.","","","","","Primary Reims witness for the short XXA recension.",""
"ms-ocf-xxa-c","C","C — Reims, Bibl. mun., MS 330","E22 Human-Made Object","artifact","manuscript_witness","primary","Reims, Bibl. mun., MS 330","fols. 104v–06v","14th century, first quarter","Reims Cathedral (ordinary)","repo-reims-bibl-mun","Reims, Bibl. mun.","","","","","Primary Reims witness for the short XXA recension.",""
"ms-ocf-xxa-d","D","D — Wolfenbüttel, Herzog August Bibl., MS Guelf 1 Gud. lat. 20","E22 Human-Made Object","artifact","manuscript_witness","secondary","Wolfenbüttel, Herzog August Bibl., MS Guelf 1 Gud. lat. 20","fols. 72v–3r","14th century (addition to 12th-century MS)","Diocese of Thérouanne, Tournai, or Cambrai","repo-wolfenbu-ttel-herzog-august-bibl","Wolfenbüttel, Herzog August Bibl.","","http://diglib.hab.de/mss/1-gud-lat/start.htm","","HAB Wolfenbüttel","In the Liber Floridus of Lambert de Saint-Omer. Parts omitted.",""
"ms-ocf-xxa-e","E","E — Chantilly, Musée Condé, MS 1596","E22 Human-Made Object","artifact","manuscript_witness","secondary","Chantilly, Musée Condé, MS 1596","fols. 73v–4r","ca. 1470","","repo-chantilly-muse-e-conde","Chantilly, Musée Condé","","https://bvmm.irht.cnrs.fr/mirador/index.php?manifest=https://bvmm.irht.cnrs.fr/iiif/463/manifest","","BVMM / IRHT","Liber Floridus, copied from D.",""
"ms-ocf-xxa-f","F","F — The Hague, Koninklijke Bibl., MS 72 A 23","E22 Human-Made Object","artifact","manuscript_witness","secondary","The Hague, Koninklijke Bibl., MS 72 A 23","fol. 86r–v","1460","Lille or Ninove","repo-the-hague-koninklijke-bibl","The Hague, Koninklijke Bibl.","","","","","Liber Floridus, copied from D.",""
"ms-ocf-xxa-g","G","G — Genoa, Bibl. Durazzo-Giustiniani, MS A IX 9","E22 Human-Made Object","artifact","manuscript_witness","secondary","Genoa, Bibl. Durazzo-Giustiniani, MS A IX 9","fols. 70r–1r","Late 15th century","","repo-genoa-bibl-durazzo-giustiniani","Genoa, Bibl. Durazzo-Giustiniani","","","","","Liber Floridus, copied from D.",""
"ms-ocf-xxa-h","H","H — Vatican City, BAV, MS Reg. lat. 574","E22 Human-Made Object","artifact","manuscript_witness","secondary","Vatican City, BAV, MS Reg. lat. 574","fols. 17r–9r","15th century","","repo-vatican-city-bav","Vatican City, BAV","","https://digi.vatlib.it/view/MSS_Reg.lat.574","","DigiVatLib","Inserted into Guillaume de Nangis's works.",""
